sh000001,20140721,1
sh000001,20081111,1
sh000001,20050610,1
sh000001,19990514,1
sh000001,19960202,1
sh000001,19940729,1
sh000001,20090804,0
sh000001,20150612,0
sh000001,20010706,0
sh000001,19970509,0
sh000001,19940909,0
sz399001,20150915,1
sz399001,20140321,1
sz399001,20050606,1
sz399001,19990521,1
sz399001,20021216,1
sz399001,19960126,1
sz399001,20151222,0
sz399001,20150612,0
sz399001,20090722,0
sz399001,20010404,0
sz399001,20040402,0
sz399001,19970513,0
sz399001,19930222,0
000898,20000114,1
000898,20021213,1
000898,20050711,1
000898,20081029,1
000898,20000926,1
000898,20000814,0
000898,20040312,0
000898,20070908,0
000898,20090803,0
002312,20121206,1
002312,20140626,1
002312,20150901,1
002312,20101122,0
002312,20140321,0
002312,20151111,0
600105,20050727,1
600105,20081103,1
600105,20130624,1
600105,20150917,1
600105,20160303,1
600105,20010719,0
600105,20080305,0
600105,20070524,0
600105,20101208,0
600105,20150610,0
600105,20151229,0
600105,20161026,0
600381,20060525,1
600381,20070528,0
600381,20070723,1
600381,20071017,0
600381,20081205,1
600381,20090728,0
600381,20100712,1
600381,20110901,0
600381,20111223,1
600381,20120322,0
600381,20120816,0
600381,20130715,1
600381,20141023,0
600381,20150107,1
600381,20150611,0
600381,20151130,1
600381,20150831,0
600381,20160923,1
600570,20061222,1
600570,20070926,0
600570,20080129,0
600570,20081202,1
600570,20101208,0
600570,20130424,1
600570,20150608,0
600570,20150929,1
600570,20151113,0
600570,20160311,1
600570,20160623,0
600862,19970821,1
600862,19990921,0
600862,20001225,0
600862,20060516,1
600862,20080124,0
600862,20080407,1
600862,20080516,0
600862,20081112,1
600862,20100324,0
600862,20110726,0
600862,20120521,0
600862,20140220,1
600862,20150114,1
600862,20160511,0
600862,20150710,1
600862,20150817,0
600862,20150924,1
600862,20151201,0
600053,19990405,1
600053,20010713,0
600053,20021210,1
600053,20030616,0
600053,20060324,1
600053,20070808,0
600053,20081119,1
600053,20091204,0
600053,20110517,1
600053,20131225,0
600053,20150106,1
600053,20151225,0
600053,20160826,1
600588,20050804,1
600588,20080718,0
600588,20081111,1
600588,20101126,0
600588,20130627,1
600588,20131213,1
600588,20140227,0
600588,20140818,1
600588,20150611,0
600588,20151230,0
600588,20160525,1
600588,20160901,0
600536,20030716,1
600536,20040213,0
600536,20050616,1
600536,20070528,0
600536,20081111,1
600536,20090416,0
600536,20130701,1
600536,20131101,0
600536,20140514,1
600536,20150608,0
600536,20150709,1
600536,20150817,0
600536,20150908,1
600536,20151111,0
601766,20100830,1
601766,20110211,0
601766,20140617,1
601766,20150428,0
601766,20151125,0
601718,20140625,1
601718,20150818,0
601718,20150917,1
601718,20151020,0
601718,20160201,1
601718,20160322,0
600165,19990430,1
600165,20010614,0
600165,20050810,1
600165,20070529,0
600165,20070711,1
600165,20070919,0
600165,20071109,1
600165,20080318,0
600165,20081110,1
600165,20080419,0
600165,20100701,1
600165,20110421,0
600165,20140530,1
600165,20150604,0
600165,20150708,1
600165,20151222,0
600165,20160222,0
600165,20160418,1
600165,20170119,1
600576,20031114,1
600576,20040319,0
600576,20050426,1
600576,20050417,1
600576,20071018,0
600576,20081107,1
600576,20101104,0
600576,20120104,1
600576,20120314,0
600576,20121204,1
600576,20131114,0
600576,20140120,1
600576,20141121,0
600576,20150210,1
600576,20150612,0
600576,20150901,1
600576,20151228,0
600576,20130114,0
600074,19990518,1
600074,20010404,0
600074,20020108,1
600074,20020830,0
600074,20031106,1
600074,20040405,0
600074,20050801,1
600074,20060705,0
600074,20061120,1
600074,20070528,0
600074,20070713,1
600074,20070108,0
600074,20081106,1
600074,20100423,0
600074,20100630,1
600074,20101111,0
600074,20110615,1
600074,20111108,0
600074,20120814,1
600074,20150611,0
600074,20160115,1
601390,20081031,1
601390,20090721,0
601390,20140314,1
601390,20150605,0
601390,20150703,1
601390,20150814,0
601390,20160624,1
600399,20030901,1
600399,20040301,0
600399,20040903,1
600399,20041201,0
600399,20050110,1
600399,20050420,0
600399,20060425,1
600399,20070523,0
600399,20070716,1
600399,20070925,0
600399,20071130,1
600399,20080108,0
600399,20081103,1
600399,20090804,0
600399,20100702,1
600399,20101108,0
600399,20120106,1
600399,20120509,0
600399,20120903,1
600399,20120208,0
600399,20130822,1
600399,20130909,0
600399,20140113,1
600399,20150422,0
600399,20150508,1
600399,20150615,0
600399,20150709,1
600399,20150817,0
600399,20150916,1
600399,20151126,0
600399,20160614,1
600399,20160712,0
601106,20100920,1
601106,20110211,0
601106,20140616,1
601106,20150528,0
601106,20150709,1
601106,20150817,0
600021,20150711,1
600021,20050915,0
600021,20051102,1
600021,20070530,0
600021,20070717,1
600021,20070919,0
600021,20081106,1
600021,20090803,0
600021,20090929,1
600021,20091119,0
600021,20110124,1
600021,20110510,0
600021,20110930,1
600021,20120710,0
600021,20130703,1
600021,20131024,0
600021,20140530,1
600021,20150527,0
600021,20150706,1
600021,20150814,0
