sh000001,20140721,1
sh000001,20081111,1
sh000001,20050610,1
sh000001,19990514,1
sh000001,19960202,1
sh000001,19940729,1
sh000001,20090804,0
sh000001,20150612,0
sh000001,20010706,0
sh000001,19970509,0
sh000001,19940909,0
sh000001,19941015,2
sh000001,19951201,2
sh000001,20010920,2
sh000001,20021205,2
sh000001,20030929,2
sh000001,20040608,2
sh000001,20040108,2
sh000001,20040820,2
sh000001,20050414,2
sh000001,20071128,2
sh000001,20080201,2
sh000001,20080402,2
sh000001,20080718,2
sh000001,20080922,2
sh000001,20091113,2
sh000001,20100406,2
sh000001,20100708,2
sh000001,20110721,2
sh000001,20130104,2
sh000001,20130513,2
sh000001,20150716,2
sh000001,20160701,2
sh000001,19961030,3
sh000001,20000616,3
sh000001,20060724,3
sh000001,20061221,3
sh000001,20070601,3
sh000001,20070829,3
sh000001,20090514,3
sh000001,20141205,3
sh000001,20150204,3
sh000001,20150420,3
sh000001,20160822,3
sh000001,20160527,3
sz399001,20150915,1
sz399001,20140321,1
sz399001,20050606,1
sz399001,19990521,1
sz399001,20021216,1
sz399001,19960126,1
sz399001,20151222,0
sz399001,20150612,0
sz399001,20090722,0
sz399001,20010404,0
sz399001,20040402,0
sz399001,19970513,0
sz399001,19930222,0
sz399001,19960610,3
sz399001,19961108,3
sz399001,19970404,3
sz399001,19970819,2
sz399001,19980511,2
sz399001,19981022,2
sz399001,19990611,3
sz399001,20010706,2
sz399001,20040625,2
sz399001,20050510,2
sz399001,20060306,3
sz399001,20061023,3
sz399001,20070215,3
sz399001,20070515,3
sz399001,20070627,3
sz399001,20070803,3
sz399001,20071219,2
sz399001,20080314,2
sz399001,20080508,2
sz399001,20080617,2
sz399001,20080717,2
sz399001,20080901,2
sz399001,20080923,2
sz399001,20081219,2
sz399001,20090203,2
sz399001,20090303,2
sz399001,20090429,2
sz399001,20090630,2
sz399001,20090817,2
sz399001,20091102,2
sz399001,20100121,2
sz399001,20100319,2
sz399001,20100505,2
sz399001,20100813,2
sz399001,20101026,2
sz399001,20101014,2
sz399001,20110321,2
sz399001,20110913,2
sz399001,20111206,2
sz399001,20120314,2
sz399001,20120510,2
sz399001,20120724,2
sz399001,20121231,2
sz399001,20130528,2
sz399001,20130829,2
sz399001,20140130,2
sz399001,20140923,3
sz399001,20141211,3
sz399001,20150414,3
sz399001,20150528,3
sz399001,20160616,2
sz399001,20150703,2
sz399001,20150820,2
sz399001,20151014,3
sz399001,20160107,2
sz399001,20160328,3
sz399001,20160906,3
000898,20000114,1
000898,20021213,1
000898,20050711,1
000898,20081029,1
000898,20000926,1
000898,20000814,0
000898,20040312,0
000898,20070908,0
000898,20090803,0
000898,19980527,2
000898,19980930,2
000898,20000406,3
000898,20000628,3
000898,20000914,2
000898,20010308,2
000898,20011002,2
000898,20020802,2
000898,20030514,3
000898,20040102,3
000898,20040426,2
000898,20041231,2
000898,20060123,3
000898,20060811,3
000898,20061222,3
000898,20070321,3
000898,20070629,3
000898,20071107,2
000898,20080227,2
000898,20080505,2
000898,20080611,2
000898,20080729,2
000898,20080923,2
000898,20081222,3
000898,20090303,3
000898,20090624,3
000898,20090817,2
000898,20091016,2
000898,20100121,2
000898,20100226,2
000898,20100421,2
000898,20100526,2
000898,20100909,2
000898,20101115,2
000898,20110516,2
000898,20120712,2
000898,20121206,2
000898,20130322,2
000898,20131210,2
000898,20140819,3
000898,20141205,3
000898,20150413,3
000898,20150525,3
000898,20150701,2
000898,20150907,2
000898,20160114,2
000898,20160422,2
000898,20160811,3
000898,20161019,3
000898,20161129,3
002312,20121206,1
002312,20140626,1
002312,20150901,1
002312,20101122,0
002312,20140321,0
002312,20151111,0
002312,20091222,2
002312,20100430,2
002312,20100901,2
002312,20101119,2
002312,20101215,2
002312,20110303,2
002312,20110712,2
002312,20110920,2
002312,20111109,2
002312,20111219,2
002312,20120308,2
002312,20120626,2
002312,20121010,2
002312,20130325,3
002312,20130604,3
002312,20131120,3
002312,20140217,3
002312,20130311,3
002312,20140327,2
002312,20140414,2
002312,20140526,2
002312,20140723,3
002312,20141023,3
002312,20141125,3
002312,20150420,3
002312,20150522,3
002312,20150626,3
002312,20150717,2
002312,20150811,2
002312,20150821,2
002312,20150826,2
002312,20150930,3
002312,20151030,3
002312,20151204,2
002312,20160104,2
002312,20160511,2
002312,20160707,2
002312,20161115,2
002312,20170109,2
600105,20050727,1
600105,20081103,1
600105,20130624,1
600105,20150917,1
600105,20160303,1
600105,20010719,0
600105,20080305,0
600105,20070524,0
600105,20101208,0
600105,20150610,0
600105,20151229,0
600105,20161026,0
600105,19980821,3
600105,19990517,3
600105,19990909,3
600105,19991227,3
600105,20000829,3
600105,20010322,3
600105,20010910,2
600105,20020208,2
600105,20021223,2
600105,20030912,2
600105,20031217,2
600105,20040622,2
600105,20050404,2
600105,20060228,3
600105,20060928,3
600105,20070302,3
600105,20070606,2
600105,20070810,3
600105,20071227,2
600105,20080331,2
600105,20080616,2
600105,20080812,2
600105,20081008,2
600105,20090204,3
600105,20090609,3
600105,20100223,3
600105,20100730,3
600105,20101026,3
600105,20101228,2
600105,20110307,2
600105,20110421,2
600105,20110623,2
600105,20110822,2
600105,20120109,2
600105,20120608,2
600105,20121106,2
600105,20130503,2
600105,20131015,3
600105,20140228,3
600105,20140804,3
600105,20150311,3
600105,20150529,3
600105,20150623,2
600105,20150805,2
600105,20151008,3
600105,20160107,2
600105,20160322,3
600105,20160601,3
600381,20060525,1
600381,20070528,0
600381,20070723,1
600381,20071017,0
600381,20081205,1
600381,20090728,0
600381,20100712,1
600381,20110901,0
600381,20111223,1
600381,20120322,0
600381,20120816,0
600381,20130715,1
600381,20141023,0
600381,20150107,1
600381,20150611,0
600381,20151130,1
600381,20150831,0
600381,20160923,1
600381,20010813,2
600381,20031210,2
600381,20040811,2
600381,20050426,2
600381,20051121,2
600381,20060822,3
600381,20070309,3
600381,20070823,3
600381,20070611,2
600381,20071130,2
600381,20080416,2
600381,20080807,2
600381,20080915,2
600381,20090203,3
600381,20090416,3
600381,20091026,2
600381,20100211,2
600381,20100507,2
600381,20100901,3
600381,20101105,3
600381,20110401,3
600381,20110928,2
600381,20111206,2
600381,20120106,3
600381,20120228,3
600381,20120328,2
600381,20120521,2
600381,20120718,3
600381,20120918,2
600381,20120306,2
600381,20130413,2
600381,20150211,3
600381,20150319,3
600381,20150526,3
600381,20150623,2
600381,20150701,2
600381,20150818,2
600381,20151111,2
600381,20160104,2
600381,20161108,3
600381,20161201,3
600570,20061222,1
600570,20070926,0
600570,20080129,0
600570,20081202,1
600570,20101208,0
600570,20130424,1
600570,20150608,0
600570,20150929,1
600570,20151113,0
600570,20160311,1
600570,20160623,0
600570,20061102,3
600570,20070807,3
600570,20080429,2
600570,20080829,2
600570,20090204,3
600570,20091118,3
600570,20110309,2
600570,20111128,2
600570,20120920,2
600570,20130730,3
600570,20140114,3
600570,20140915,3
600570,20150121,3
600570,20150320,3
600570,20150626,2
600570,20150820,2
600570,20151014,3
600570,20151218,2
600570,20160316,3
600570,20160505,3
600570,20160721,2
600570,20161031,2
600570,20170109,2
600570,20161205,2
600862,19970821,1
600862,19990921,0
600862,20001225,0
600862,20060516,1
600862,20080124,0
600862,20080407,1
600862,20080516,0
600862,20081112,1
600862,20100324,0
600862,20110726,0
600862,20120521,0
600862,20140220,1
600862,20150114,1
600862,20160511,0
600862,20150710,1
600862,20150817,0
600862,20150924,1
600862,20151201,0
600862,19970523,2
600862,19980112,3
600862,19981006,3
600862,19990505,3
600862,19991111,2
600862,20010509,2
600862,20011116,2
600862,20020226,2
600862,20030219,2
600862,20050418,2
600862,20060725,3
600862,20070205,3
600862,20070423,3
600862,20080327,2
600862,20080424,3
600862,20080603,2
600862,20080812,2
600862,20080926,2
600862,20090107,3
600862,20090702,3
600862,20091027,3
600862,20100504,2
600862,20100916,3
600862,20110322,3
600862,20110902,2
600862,20111221,2
600862,20120222,3
600862,20120427,3
600862,20120628,2
600862,20121116,2
600862,20130122,2
600862,20130530,2
600862,20131102,2
600862,20150227,3
600862,20150429,3
600862,20150521,3
600862,20150625,2
600862,20150717,3
600862,20150824,2
600862,20151015,3
600862,20160105,2
600862,20160804,2
600053,19990405,1
600053,20010713,0
600053,20021210,1
600053,20030616,0
600053,20060324,1
600053,20070808,0
600053,20081119,1
600053,20091204,0
600053,20110517,1
600053,20131225,0
600053,20150106,1
600053,20151225,0
600053,20160826,1
600053,19980908,3
600053,19981204,2
600053,19990608,3
600053,20000317,3
600053,20001122,3
600053,20010827,2
600053,20020723,2
600053,20021022,2
600053,20030129,3
600053,20030910,2
600053,20050428,2
600053,20050826,3
600053,20060605,3
600053,20070212,3
600053,20070927,2
600053,20080326,2
600053,20080825,2
600053,20090323,3
600053,20111205,2
600053,20120820,2
600053,20140717,3
600053,20160106,2
600588,20050804,1
600588,20080718,0
600588,20081111,1
600588,20101126,0
600588,20130627,1
600588,20131213,1
600588,20140227,0
600588,20140818,1
600588,20150611,0
600588,20151230,0
600588,20160525,1
600588,20160901,0
600588,20021213,2
600588,20030328,3
600588,20030916,2
600588,20040524,2
600588,20050217,2
600588,20060328,3
600588,20061226,3
600588,20070816,3
600588,20080909,2
600588,20090522,3
600588,20100317,3
600588,20111124,2
600588,20120817,2
600588,20121128,2
600588,20140120,3
600588,20141009,3
600588,20150128,3
600588,20150521,3
600588,20150703,2
600588,20160105,2
600536,20030716,1
600536,20040213,0
600536,20050616,1
600536,20070528,0
600536,20081111,1
600536,20090416,0
600536,20130701,1
600536,20131101,0
600536,20140514,1
600536,20150608,0
600536,20150709,1
600536,20150817,0
600536,20150908,1
600536,20151111,0
601766,20100830,1
601766,20110211,0
601766,20140617,1
601766,20150428,0
601766,20151125,0
601766,20091023,3
601766,20101222,3
601766,20110425,2
601766,20110829,2
601766,20120720,2
601766,20131015,3
601766,20150109,3
601766,20150325,3
601766,20150617,2
601766,20150820,2
601766,20160120,2
601718,20111116,2
601718,20130130,2
601718,20140121,2
601718,20140703,1
601718,20140917,3
601718,20141224,3
601718,20150402,3
601718,20150811,3
601718,20150819,0
601718,20150910,2
601718,20151202,2
601718,20160108,2
601718,20160503,2
600165,19990707,3
600165,20001120,3
600165,20010404,3
600165,20011026,2
600165,20010621,0
600165,20020702,2
600165,20030627,2
600165,20040706,2
600165,20050523,2
600165,20050726,1
600165,20060508,3
600165,20060918,3
600165,20070320,3
600165,20070530,0
600165,20070620,2
600165,20070717,1
600165,20070822,3
600165,20070918,0
600165,20071017,2
600165,20071123,1
600165,20080107,3
600165,20080326,0
600165,20080414,2
600165,20080911,2
600165,20081031,1
600165,20090520,3
600165,20091105,3
600165,20100419,0
600165,20100513,2
600165,20100705,1
600165,20100818,3
600165,20110422,0
600165,20110928,2
600165,20120323,2
600165,20121025,2
600165,20121205,0
600165,20130305,1
600165,20130531,3
600165,20130701,0
600165,20130923,2
600165,20131112,1
600165,20131227,3
600165,20140122,0
600165,20140212,2
600165,20140520,1
600165,20140809,3
600165,20141103,3
600165,20150227,3
600165,20150520,3
600165,20150604,0
600165,20150701,2
600165,20150708,1
600165,20150817,3
600165,20151126,3
600165,20151222,0
600165,20160107,2
600165,20160330,2
